settlement_id,payment_reference,gross_amount,fee,refund,net_amount,settlement_date,status
SET_9292,RZP_REF_1293,32956.00,0.00,0.00,32956.00,2026-02-09,SETTLED
SET_9293,RZP_REF_1294,13646.75,0.00,0.00,13646.75,2026-02-16,PARTIAL_SETTLED
SET_9294,RZPREF1295,302.00,0.00,0.00,302.00,2026-02-10,SETTLED
SET_9295,RZP_REF_1296,27500.00,0.00,0.00,27500.00,2026-01-13,SETTLED
SET_9296,RZP_REF_1297,31207.50,0.00,0.00,31207.50,2026-02-05,PARTIAL_SETTLED
SET_9297,RZP_REF_1298,3053.00,0.00,0.00,3053.00,2026-02-13,SETTLED
SET_9298,RZP_REF_1299,49176.00,0.00,0.00,49176.00,2026-01-02,SETTLED
SET_9299,RZP_REF_1300,16002.00,0.00,0.00,16002.00,2026-02-17,SETTLED
SET_9300,RZP_REF_1301,3105.00,0.00,0.00,3105.00,2026-01-23,SETTLED
SET_9301,RZP_REF_1302,45071.00,0.00,0.00,45071.00,2026-01-30,SETTLED
SET_9302,RZP_REF_1303,4335.00,0.00,0.00,4335.00,2026-02-17,SETTLED
SET_9303,RZP_REF_1304,13411.00,268.22,0.00,13142.78,2026-01-04,SETTLED
SET_9304,RZP_REF_1305,20882.00,0.00,0.00,20882.00,2026-03-02,SETTLED
SET_9305,RZPREF1306,31224.00,0.00,0.00,31224.00,2026-01-18,SETTLED
SET_9306,RZP_REF_1307,23594.00,0.00,0.00,23594.00,2026-02-26,SETTLED
SET_9307,RZP_REF_1308,8357.00,125.36,0.00,8231.64,2026-02-22,SETTLED
SET_9308,RZP_REF_1309,26415.00,0.00,0.00,26415.00,2026-02-18,SETTLED
SET_9309,RZP_REF_1310,12443.00,0.00,0.00,12443.00,2026-02-02,SETTLED
SET_9310,RZP_REF_1311,17679.00,318.22,0.00,17360.78,2026-02-22,SETTLED
SET_9311,RZP_REF_1312,28020.00,0.00,0.00,28020.00,2026-01-06,SETTLED
SET_9312,RZP_REF_1313,19452.00,0.00,0.00,19452.00,2026-01-21,SETTLED
SET_9313,RZP_REF_1314,43514.00,652.71,0.00,42861.29,2026-01-20,SETTLED
SET_9314,RZP_REF_1316,45404.00,0.00,0.00,45404.00,2026-02-01,SETTLED
SET_9315,RZP_REF_1317,47832.00,717.48,0.00,47114.52,2026-02-26,SETTLED
SET_9316,RZP_REF_1318,28704.00,0.00,0.00,28704.00,2026-01-18,SETTLED
SET_9317,RZP_REF_1319,41980.00,0.00,0.00,41980.00,2026-01-26,SETTLED
SET_9318,RZP_REF_1320,9557.00,0.00,0.00,9557.00,2026-02-25,SETTLED
SET_9319,RZP_REF_1321,4606.00,0.00,0.00,4606.00,2026-01-17,SETTLED
SET_9320,RZP_REF_1322,37374.00,0.00,0.00,37374.00,2026-01-04,SETTLED
SET_9321,RZP_REF_1323,19664.00,0.00,0.00,19664.00,2026-01-30,PARTIAL_SETTLED
SET_9322,RZP_REF_1324,24248.00,0.00,0.00,24248.00,2026-01-27,SETTLED
SET_9323,RZP_REF_1326,34130.00,0.00,0.00,34130.00,2026-01-26,SETTLED
SET_9324,RZPREF1327,17258.00,0.00,0.00,17258.00,2026-02-16,SETTLED
SET_9325,RZP_REF_1328,15132.00,0.00,0.00,15132.00,2026-02-15,PARTIAL_SETTLED
SET_9326,RZP_REF_1329,9095.00,0.00,0.00,9095.00,2026-02-25,SETTLED
SET_9327,RZP_REF_1329_DUP,9095.00,0.00,0.00,9095.00,2026-02-25,SETTLED
SET_9328,RZP_REF_1331,44890.00,673.35,0.00,44216.65,2026-02-25,SETTLED
SET_9329,RZP_REF_1332,19522.80,0.00,0.00,19522.80,2026-02-16,PARTIAL_SETTLED
SET_9330,RZP_REF_1333,8943.70,0.00,0.00,8943.70,2026-02-16,PARTIAL_SETTLED
SET_9331,RZP_REF_1334,14895.00,0.00,0.00,14895.00,2026-01-08,SETTLED
SET_9332,RZP_REF_1335,32576.00,0.00,0.00,32576.00,2026-01-03,SETTLED
SET_9333,RZP_REF_1336,36352.00,654.34,0.00,35697.66,2026-01-10,SETTLED
SET_9334,RZP_REF_1337,20469.00,0.00,0.00,20469.00,2026-01-27,SETTLED
SET_9335,RZPREF1338,27032.00,0.00,0.00,27032.00,2026-02-23,SETTLED
SET_9336,RZP_REF_1339,42296.00,0.00,0.00,42296.00,2026-01-06,SETTLED
SET_9337,RZP_REF_1340,27284.00,0.00,0.00,27284.00,2026-01-24,PARTIAL_SETTLED
SET_9338,RZP_REF_1341,8656.00,0.00,0.00,8656.00,2026-01-28,SETTLED
SET_9339,RZP_REF_1342,10228.00,0.00,0.00,10228.00,2026-01-20,SETTLED
SET_9340,RZP_REF_1343,46686.00,0.00,0.00,46686.00,2026-01-16,SETTLED
SET_9341,RZP_REF_1344,16623.00,249.35,0.00,16373.65,2026-01-14,SETTLED
SET_9342,RZP_REF_1345,41161.00,0.00,0.00,41161.00,2026-01-21,SETTLED
SET_9343,RZP_REF_1345_DUP,41161.00,0.00,0.00,41161.00,2026-01-21,SETTLED
SET_9344,RZP_REF_1347,30359.00,0.00,0.00,30359.00,2026-02-10,PARTIAL_SETTLED
SET_9345,RZP_REF_1348,5523.00,0.00,0.00,5523.00,2026-01-03,SETTLED
SET_9346,RZP_REF_1349,37695.00,0.00,0.00,37695.00,2026-01-28,SETTLED
SET_9347,RZP_REF_1350,35954.00,0.00,0.00,35954.00,2026-01-20,SETTLED
SET_9348,RZP_REF_1351,45091.00,0.00,0.00,45091.00,2026-01-27,SETTLED
SET_9349,RZP_REF_1352,45328.00,0.00,0.00,45328.00,2026-01-05,SETTLED
SET_9350,RZP_REF_1353,31935.00,0.00,0.00,31935.00,2026-01-31,SETTLED
SET_9351,RZP_REF_1354,9615.00,0.00,0.00,9615.00,2026-01-22,SETTLED
SET_9352,RZP_REF_1355,8769.00,0.00,0.00,8769.00,2026-02-20,SETTLED
SET_9353,RZP_REF_1356,13635.70,0.00,0.00,13635.70,2026-01-31,PARTIAL_SETTLED
SET_9354,RZP_REF_1357,16447.00,0.00,0.00,16447.00,2026-01-11,SETTLED
SET_9355,RZP_REF_1358,25375.00,456.75,0.00,24918.25,2026-02-26,SETTLED
SET_9356,RZP_REF_1359,10666.00,0.00,0.00,10666.00,2026-02-23,SETTLED
SET_9357,RZP_REF_1360,20694.00,413.88,0.00,20280.12,2026-01-14,SETTLED
SET_9358,RZP_REF_1361,33933.00,0.00,0.00,33933.00,2026-01-31,SETTLED
SET_9359,RZP_REF_1362,1718.00,30.92,0.00,1687.08,2026-01-07,SETTLED
SET_9360,RZP_REF_1364,23327.00,0.00,0.00,23327.00,2026-01-05,SETTLED
SET_9361,RZP_REF_1365,39358.00,0.00,0.00,39358.00,2026-02-27,SETTLED
SET_9362,RZP_REF_1365_DUP,39358.00,0.00,0.00,39358.00,2026-02-27,SETTLED
SET_9363,RZP_REF_1366,31834.80,0.00,0.00,31834.80,2026-01-02,PARTIAL_SETTLED
SET_9364,RZP_REF_1367,17532.00,0.00,0.00,17532.00,2026-02-17,SETTLED
SET_9365,RZP_REF_1368,3165.00,0.00,0.00,3165.00,2026-01-27,SETTLED
SET_9366,RZP_REF_1369,12956.00,194.34,0.00,12761.66,2026-01-25,SETTLED
SET_9367,RZP_REF_1370,25519.00,0.00,0.00,25519.00,2026-02-03,SETTLED
SET_9368,RZPREF1371,41044.00,0.00,0.00,41044.00,2026-02-14,SETTLED
SET_9369,RZP_REF_1372,26014.00,390.21,0.00,25623.79,2026-01-25,SETTLED
SET_9370,RZP_REF_1373,24160.00,483.20,0.00,23676.80,2026-02-20,SETTLED
SET_9371,RZP_REF_1374,33565.00,0.00,0.00,33565.00,2026-01-28,SETTLED
SET_9372,RZP_REF_1375,9180.00,0.00,0.00,9180.00,2026-02-18,SETTLED
SET_9373,RZP_REF_1376,30149.00,602.98,0.00,29546.02,2026-01-11,SETTLED
SET_9374,RZP_REF_1377,40378.00,0.00,0.00,40378.00,2026-01-22,SETTLED
SET_9375,RZP_REF_1378,48652.00,0.00,0.00,48652.00,2026-02-24,SETTLED
SET_9376,RZP_REF_1379,33604.00,0.00,0.00,33604.00,2026-02-05,SETTLED
SET_9377,RZP_REF_1380,1290.00,0.00,0.00,1290.00,2026-01-25,SETTLED
SET_9378,RZP_REF_1381,38453.00,0.00,0.00,38453.00,2026-01-21,SETTLED
SET_9379,RZP_REF_1382,43164.00,0.00,0.00,43164.00,2026-02-21,SETTLED
SET_9380,RZP_REF_1382_DUP,43164.00,0.00,0.00,43164.00,2026-02-21,SETTLED
SET_9381,RZP_REF_1383,3565.00,0.00,0.00,3565.00,2026-02-07,SETTLED
SET_9382,RZP_REF_1384,41423.00,0.00,0.00,41423.00,2026-02-16,SETTLED
SET_9383,RZP_REF_1385,16072.00,0.00,0.00,16072.00,2026-01-03,SETTLED
SET_9384,RZP_REF_1386,29103.00,0.00,0.00,29103.00,2026-01-23,SETTLED
SET_9385,RZP_REF_1388,40273.00,724.91,0.00,39548.09,2026-03-01,SETTLED
SET_9386,RZP_REF_1389,47871.00,957.42,0.00,46913.58,2026-01-06,SETTLED
SET_9387,RZP_REF_1390,21502.00,0.00,0.00,21502.00,2026-02-13,SETTLED
SET_9388,RZP_REF_1390_DUP,21502.00,0.00,0.00,21502.00,2026-02-13,SETTLED
SET_9389,RZP_REF_1391,24895.00,0.00,0.00,24895.00,2026-01-22,SETTLED
SET_9390,RZP_REF_1393,47446.00,0.00,0.00,47446.00,2026-02-14,SETTLED
SET_9391,RZP_REF_1394,10880.00,0.00,0.00,10880.00,2026-01-17,PARTIAL_SETTLED
SET_9392,RZP_REF_1395,19704.00,0.00,0.00,19704.00,2026-02-20,SETTLED
SET_9393,RZP_REF_1395_DUP,19704.00,0.00,0.00,19704.00,2026-02-20,SETTLED
SET_9394,RZP_REF_1396,11716.40,0.00,0.00,11716.40,2026-02-15,PARTIAL_SETTLED
SET_9395,RZP_REF_1397,23059.00,0.00,0.00,23059.00,2026-02-06,SETTLED
SET_9396,RZP_REF_1398,37783.00,0.00,0.00,37783.00,2026-02-14,SETTLED
SET_9397,RZP_REF_1399,8329.15,0.00,0.00,8329.15,2026-01-20,PARTIAL_SETTLED
SET_9398,RZP_REF_1400,5379.00,96.82,0.00,5282.18,2026-01-24,SETTLED
SET_9399,RZP_REF_1401,17006.00,0.00,0.00,17006.00,2026-02-17,SETTLED
SET_9400,RZP_REF_1402,35496.00,532.44,0.00,34963.56,2026-01-19,SETTLED
SET_9401,RZP_REF_1403,7358.00,147.16,0.00,7210.84,2026-02-10,SETTLED
SET_9402,RZP_REF_1405,15459.00,0.00,0.00,15459.00,2026-01-05,SETTLED
SET_9403,RZP_REF_1406,47212.00,849.82,0.00,46362.18,2026-02-01,SETTLED
SET_9404,RZP_REF_1407,9209.00,0.00,0.00,9209.00,2026-01-02,SETTLED
SET_9405,RZP_REF_1408,31375.00,0.00,0.00,31375.00,2026-02-01,SETTLED
SET_9406,RZP_REF_1409,18904.00,0.00,0.00,18904.00,2026-02-11,SETTLED
SET_9407,RZP_REF_1410,37826.00,0.00,0.00,37826.00,2026-01-15,SETTLED
SET_9408,RZP_REF_1411,11720.00,0.00,0.00,11720.00,2026-03-02,SETTLED
SET_9409,RZP_REF_1412,12410.00,186.15,0.00,12223.85,2026-03-02,SETTLED
SET_9410,RZP_REF_1413,807.00,0.00,0.00,807.00,2026-01-21,SETTLED
SET_9411,RZP_REF_1415,26595.20,0.00,0.00,26595.20,2026-01-31,PARTIAL_SETTLED
SET_9412,RZP_REF_1416,21871.00,0.00,0.00,21871.00,2026-01-12,SETTLED
SET_9413,RZP_REF_1417,12402.00,0.00,0.00,12402.00,2026-01-02,SETTLED
SET_9414,RZP_REF_1417_DUP,12402.00,0.00,0.00,12402.00,2026-01-02,SETTLED
SET_9415,RZP_REF_1418,29928.00,0.00,0.00,29928.00,2026-02-14,PARTIAL_SETTLED
SET_9416,RZP_REF_1419,42059.00,0.00,0.00,42059.00,2026-02-28,SETTLED
SET_9417,RZP_REF_1420,21691.00,0.00,0.00,21691.00,2026-01-08,SETTLED
SET_9418,RZP_REF_1421,9415.00,0.00,0.00,9415.00,2026-01-31,SETTLED
SET_9419,RZP_REF_1422,17290.00,345.80,0.00,16944.20,2026-01-26,SETTLED
SET_9420,RZP_REF_1423,49598.00,0.00,0.00,49598.00,2026-01-19,SETTLED
SET_9421,RZP_REF_1424,47574.00,0.00,0.00,47574.00,2026-02-07,SETTLED
SET_9422,RZP_REF_1425,23763.00,475.26,0.00,23287.74,2026-02-16,SETTLED
SET_9423,RZP_REF_1426,7947.00,0.00,0.00,7947.00,2026-01-30,SETTLED
SET_9424,RZP_REF_1427,45162.00,677.43,0.00,44484.57,2026-02-03,SETTLED
SET_9425,RZP_REF_1428,7894.00,0.00,0.00,7894.00,2026-02-11,SETTLED
SET_9426,RZP_REF_1429,14673.00,293.46,0.00,14379.54,2026-01-16,SETTLED
SET_9427,RZP_REF_1430,10239.00,153.59,0.00,10085.41,2026-01-31,SETTLED
SET_9428,RZP_REF_1431,36961.60,0.00,0.00,36961.60,2026-02-06,PARTIAL_SETTLED
SET_9429,RZP_REF_1432,16417.00,0.00,0.00,16417.00,2026-02-14,SETTLED
SET_9430,RZP_REF_1433,46322.00,833.80,0.00,45488.20,2026-01-25,SETTLED
SET_9431,RZP_REF_1434,7553.00,0.00,0.00,7553.00,2026-01-04,SETTLED
SET_9432,RZP_REF_1435,21703.00,0.00,0.00,21703.00,2026-02-24,SETTLED
SET_9433,RZP_REF_1436,13661.00,0.00,0.00,13661.00,2026-02-15,SETTLED
SET_9434,RZP_REF_1437,29395.00,0.00,0.00,29395.00,2026-02-22,SETTLED
SET_9435,RZP_REF_1438,33836.00,0.00,0.00,33836.00,2026-01-28,SETTLED
SET_9436,RZP_REF_1439,36821.00,0.00,0.00,36821.00,2026-02-01,SETTLED
SET_9437,RZP_REF_1440,16876.00,0.00,0.00,16876.00,2026-02-22,SETTLED
SET_9438,RZP_REF_1441,4238.10,0.00,0.00,4238.10,2026-01-04,PARTIAL_SETTLED
SET_9439,RZP_REF_1442,4378.00,0.00,0.00,4378.00,2026-02-04,SETTLED
SET_9440,RZP_REF_1443,2279.00,41.02,0.00,2237.98,2026-01-20,SETTLED
SET_9441,RZP_REF_1444,9075.00,0.00,0.00,9075.00,2026-02-20,SETTLED
SET_9442,RZP_REF_1445,26635.50,0.00,0.00,26635.50,2026-02-26,PARTIAL_SETTLED
SET_9443,RZP_REF_1446,44943.00,0.00,0.00,44943.00,2026-02-13,SETTLED
SET_9444,RZP_REF_1447,11896.00,0.00,0.00,11896.00,2026-02-04,SETTLED
SET_9445,RZP_REF_1448,14794.00,0.00,0.00,14794.00,2026-02-23,SETTLED
SET_9446,RZP_REF_1449,30543.00,0.00,0.00,30543.00,2026-02-14,SETTLED
SET_9447,RZP_REF_1449_DUP,30543.00,0.00,0.00,30543.00,2026-02-14,SETTLED
SET_9448,RZP_REF_1450,25056.00,0.00,0.00,25056.00,2026-02-23,SETTLED
SET_9449,RZP_REF_1450_DUP,25056.00,0.00,0.00,25056.00,2026-02-23,SETTLED
SET_9450,RZP_REF_1451,30387.00,0.00,0.00,30387.00,2026-01-24,SETTLED
SET_9451,RZP_REF_1452,47715.00,0.00,0.00,47715.00,2026-02-20,SETTLED
SET_9452,RZP_REF_1453,27675.00,0.00,0.00,27675.00,2026-02-09,SETTLED
SET_9453,RZP_REF_1454,4609.00,0.00,0.00,4609.00,2026-01-08,SETTLED
SET_9454,RZP_REF_1456,48732.00,0.00,0.00,48732.00,2026-01-04,SETTLED
SET_9455,RZP_REF_1457,35573.00,0.00,0.00,35573.00,2026-01-15,SETTLED
SET_9456,RZP_REF_1457_DUP,35573.00,0.00,0.00,35573.00,2026-01-15,SETTLED
SET_9457,RZP_REF_1458,33223.00,664.46,0.00,32558.54,2026-01-22,SETTLED
SET_9458,RZP_REF_1459,39385.00,0.00,0.00,39385.00,2026-02-19,SETTLED
SET_9459,RZP_REF_1460,8629.20,0.00,0.00,8629.20,2026-02-13,PARTIAL_SETTLED
SET_9460,RZP_REF_1461,18232.00,364.64,0.00,17867.36,2026-01-07,SETTLED
SET_9461,RZP_REF_1462,32681.00,0.00,0.00,32681.00,2026-01-05,SETTLED
SET_9462,RZP_REF_1463,18979.20,0.00,0.00,18979.20,2026-02-15,PARTIAL_SETTLED
SET_9463,RZP_REF_1464,17867.70,0.00,0.00,17867.70,2026-01-26,PARTIAL_SETTLED
SET_9464,RZP_REF_1465,14968.00,0.00,0.00,14968.00,2026-01-21,SETTLED
SET_9465,RZP_REF_1466,37056.00,667.01,0.00,36388.99,2026-01-28,SETTLED
SET_9466,RZPREF1467,34933.00,0.00,0.00,34933.00,2026-01-10,SETTLED
SET_9467,RZP_REF_1468,13525.00,0.00,0.00,13525.00,2026-01-23,SETTLED
SET_9468,RZP_REF_1469,6259.00,0.00,0.00,6259.00,2026-02-05,SETTLED
SET_9469,RZP_REF_1470,24918.00,0.00,0.00,24918.00,2026-02-14,SETTLED
SET_9470,RZP_REF_1470_DUP,24918.00,0.00,0.00,24918.00,2026-02-14,SETTLED
SET_9471,RZP_REF_1471,12531.00,250.62,0.00,12280.38,2026-02-24,SETTLED
SET_9472,RZP_REF_1472,22021.00,396.38,0.00,21624.62,2026-01-21,SETTLED
SET_9473,RZP_REF_1473,12653.00,0.00,0.00,12653.00,2026-02-20,SETTLED
SET_9474,RZP_REF_1474,45788.00,0.00,0.00,45788.00,2026-02-09,SETTLED
SET_9475,RZP_REF_1475,36381.00,545.72,0.00,35835.28,2026-01-22,SETTLED
SET_9476,RZP_REF_1476,30756.00,0.00,0.00,30756.00,2026-02-05,SETTLED
SET_9477,RZP_REF_1477,23769.00,427.84,0.00,23341.16,2026-02-03,SETTLED
SET_9478,RZP_REF_1478,6662.00,0.00,0.00,6662.00,2026-02-22,SETTLED
SET_9479,RZP_REF_1479,24494.00,0.00,0.00,24494.00,2026-01-21,SETTLED
SET_9480,RZP_REF_1480,14701.00,0.00,0.00,14701.00,2026-02-17,SETTLED
SET_9481,RZP_REF_1481,36461.00,0.00,0.00,36461.00,2026-03-02,SETTLED
SET_9482,RZP_REF_1482,13057.00,0.00,0.00,13057.00,2026-01-23,SETTLED
SET_9483,RZP_REF_1483,16304.00,0.00,0.00,16304.00,2026-02-02,SETTLED
SET_9484,RZP_REF_1484,32222.00,0.00,0.00,32222.00,2026-02-17,SETTLED
SET_9485,RZP_REF_1485,48222.00,723.33,0.00,47498.67,2026-02-21,SETTLED
SET_9486,RZP_REF_1486,9372.00,0.00,0.00,9372.00,2026-02-16,SETTLED
SET_9487,RZP_REF_1487,42261.00,760.70,0.00,41500.30,2026-01-05,SETTLED
SET_9488,RZP_REF_1489,9210.00,0.00,0.00,9210.00,2026-02-24,SETTLED
SET_9489,RZP_REF_1489_DUP,9210.00,0.00,0.00,9210.00,2026-02-24,SETTLED
SET_9490,RZP_REF_1490,46545.00,837.81,0.00,45707.19,2026-01-11,SETTLED
SET_9491,RZP_REF_1491,33343.00,0.00,0.00,33343.00,2026-01-30,SETTLED
SET_9492,RZP_REF_1492,41994.00,0.00,0.00,41994.00,2026-02-15,SETTLED
SET_9493,RZP_REF_1493,633.00,0.00,0.00,633.00,2026-02-04,SETTLED
SET_9494,RZP_REF_1494,34895.00,0.00,0.00,34895.00,2026-02-17,SETTLED
SET_9495,RZP_REF_1495,33113.00,0.00,0.00,33113.00,2026-02-22,SETTLED
SET_9496,RZP_REF_1496,6512.00,0.00,0.00,6512.00,2026-02-03,SETTLED
SET_9497,RZP_REF_1497,40817.00,0.00,0.00,40817.00,2026-02-06,SETTLED
SET_9498,RZP_REF_1498,26211.00,0.00,0.00,26211.00,2026-01-07,SETTLED
SET_9499,RZP_REF_1499,37227.00,0.00,0.00,37227.00,2026-01-17,SETTLED
SET_9500,RZP_REF_1500,5483.00,98.69,0.00,5384.31,2026-02-12,SETTLED
