payment_id,order_id,amount,payment_date,payment_method,status,reference
PAY_5291,ORD_1291,19081.00,2026-01-16,NETBANKING,SUCCESS,RZP_REF_1291
PAY_5292,ORD_1292,15826.00,2026-01-27,WALLET,SUCCESS,RZP_REF_1292
PAY_5293,ORD_1293,32956.00,2026-02-08,UPI,SUCCESS,REF1293
PAY_5294,ORD_1294,16055.00,2026-02-15,CARD,SUCCESS,RZP_REF_1294
PAY_5295,ORD_1295,302.00,2026-02-09,NETBANKING,SUCCESS,RZP/REF/1295
PAY_5296,ORD_1296,27500.00,2026-01-12,UPI,SUCCESS,RZP_REF_1296
PAY_5297,ORD_1297,34675.00,2026-02-04,UPI,SUCCESS,RZP_REF_1297
PAY_5298,ORD_1298,3053.00,2026-02-10,WALLET,SUCCESS,RZP_REF_1298
PAY_5299,ORD_1299,49176.00,2026-01-02,NETBANKING,SUCCESS,RZP_REF_1299
PAY_5300,ORD_1300,16002.00,2026-02-16,UPI,SUCCESS,RZP_REF_1300
PAY_5301,ORD_1301,3105.00,2026-01-23,NETBANKING,SUCCESS,RZP_REF_1301
PAY_5302,ORD_1302,45071.00,2026-01-30,WALLET,SUCCESS,RZP_REF_1302
PAY_5303,ORD_1303,4335.00,2026-02-15,WALLET,SUCCESS,RZP_REF_1303
PAY_5304,ORD_1304,13411.00,2026-01-03,CARD,SUCCESS,RZP_REF_1304
PAY_5305,ORD_1305,20882.00,2026-03-01,NETBANKING,SUCCESS,RZP_REF_1305
PAY_5306,ORD_1306,31224.00,2026-01-17,UPI,SUCCESS,RZP/REF/1306
PAY_5307,ORD_1307,23594.00,2026-02-25,UPI,SUCCESS,RZP_REF_1307
PAY_5308,ORD_1308,8357.00,2026-02-21,NETBANKING,SUCCESS,RZP_REF_1308
PAY_5309,ORD_1309,26415.00,2026-02-17,WALLET,SUCCESS,RZP_REF_1309
PAY_5310,ORD_1310,12443.00,2026-02-01,WALLET,SUCCESS,rzp_ref_1310
PAY_5311,ORD_1311,17679.00,2026-02-21,UPI,SUCCESS,RZP_REF_1311
PAY_5312,ORD_1312,28020.00,2026-01-06,WALLET,SUCCESS,RZP_REF_1312
PAY_5313,ORD_1313,19452.00,2026-01-21,UPI,SUCCESS,RZP_REF_1313
PAY_5314,ORD_1314,43514.00,2026-01-19,NETBANKING,SUCCESS,RZP_REF_1314
PAY_5315,ORD_1315,39693.00,2026-02-15,WALLET,SUCCESS,RZP_REF_1315
PAY_5316,ORD_1316,45404.00,2026-01-29,NETBANKING,SUCCESS,RZP_REF_1316
PAY_5317,ORD_1317,47832.00,2026-02-25,NETBANKING,SUCCESS,RZP_REF_1317
PAY_5318,ORD_1318,28704.00,2026-01-18,UPI,SUCCESS,RZP_REF_1318
PAY_5319,ORD_1319,41980.00,2026-01-26,NETBANKING,SUCCESS,RZP_REF_1319
PAY_5320,ORD_1320,9557.00,2026-02-24,WALLET,SUCCESS,RZP-REF-1320
PAY_5321,ORD_1321,4606.00,2026-01-16,NETBANKING,SUCCESS,RZP_REF_1321
PAY_5322,ORD_1322,37374.00,2026-01-03,CARD,SUCCESS, RZP REF 1322 
PAY_5323,ORD_1323,24580.00,2026-01-29,UPI,SUCCESS,RZP_REF_1323
PAY_5324,ORD_1324,24248.00,2026-01-26,NETBANKING,SUCCESS,RZP_REF_1324
PAY_5325,ORD_1325,7634.00,2026-01-02,CARD,SUCCESS,RZP_REF_1325
PAY_5326,ORD_1326,34130.00,2026-01-25,UPI,SUCCESS,RZP_REF_1326
PAY_5327,ORD_1327,17258.00,2026-02-15,WALLET,SUCCESS,RZP/REF/1327
PAY_5328,ORD_1328,18915.00,2026-02-14,WALLET,SUCCESS,RZP_REF_1328
PAY_5329,ORD_1329,9095.00,2026-02-24,UPI,SUCCESS,RZP_REF_1329
PAY_5330,ORD_1330,11515.00,2026-02-27,WALLET,SUCCESS,RZP_REF_1330
PAY_5331,ORD_1331,44890.00,2026-02-24,NETBANKING,SUCCESS,RZP_REF_1331
PAY_5332,ORD_1332,22968.00,2026-02-15,UPI,SUCCESS,RZP_REF_1332
PAY_5333,ORD_1333,10522.00,2026-02-15,CARD,SUCCESS,RZP_REF_1333
PAY_5334,ORD_1334,14895.00,2026-01-08,CARD,SUCCESS,RZP_REF_1334
PAY_5335,ORD_1335,32576.00,2026-01-02,NETBANKING,SUCCESS,RZP_REF_1335
PAY_5336,ORD_1336,36352.00,2026-01-09,UPI,SUCCESS,RZP_REF_1336
PAY_5337,ORD_1337,20469.00,2026-01-26,WALLET,SUCCESS,RZP_REF_1337
PAY_5338,ORD_1338,27032.00,2026-02-22,UPI,SUCCESS,RZP/REF/1338
PAY_5339,ORD_1339,42296.00,2026-01-05,WALLET,SUCCESS, RZP REF 1339 
PAY_5340,ORD_1340,34105.00,2026-01-23,CARD,SUCCESS,RZP_REF_1340
PAY_5341,ORD_1341,8656.00,2026-01-28,UPI,SUCCESS,RZP_REF_1341
PAY_5342,ORD_1342,10228.00,2026-01-20,CARD,SUCCESS,RZP_REF_1342
PAY_5343,ORD_1343,46686.00,2026-01-15,NETBANKING,SUCCESS,RZP_REF_1343
PAY_5344,ORD_1344,16623.00,2026-01-13,NETBANKING,SUCCESS,RZP_REF_1344
PAY_5345,ORD_1345,41161.00,2026-01-20,UPI,SUCCESS,RZP_REF_1345
PAY_5346,ORD_1346,42207.00,2026-01-11,CARD,SUCCESS,RZP_REF_1346
PAY_5347,ORD_1347,43370.00,2026-02-09,NETBANKING,SUCCESS,RZP_REF_1347
PAY_5348,ORD_1348,5523.00,2026-01-03,NETBANKING,SUCCESS,RZP_REF_1348
PAY_5349,ORD_1349,37695.00,2026-01-27,UPI,SUCCESS,RZP_REF_1349
PAY_5350,ORD_1350,35954.00,2026-01-19,NETBANKING,SUCCESS,RZP_REF_1350
PAY_5351,ORD_1351,45091.00,2026-01-26,NETBANKING,SUCCESS,RZP_REF_1351
PAY_5352,ORD_1352,45328.00,2026-01-04,CARD,SUCCESS, RZP REF 1352 
PAY_5353,ORD_1353,31935.00,2026-01-30,CARD,SUCCESS,rzp_ref_1353
PAY_5354,ORD_1354,9615.00,2026-01-21,NETBANKING,SUCCESS,RZP_REF_1354
PAY_5355,ORD_1355,8769.00,2026-02-18,NETBANKING,SUCCESS,RZP_REF_1355
PAY_5356,ORD_1356,16042.00,2026-01-30,UPI,SUCCESS,RZP_REF_1356
PAY_5357,ORD_1357,16447.00,2026-01-10,UPI,SUCCESS,RZP-REF-1357
PAY_5358,ORD_1358,25375.00,2026-02-25,WALLET,SUCCESS,RZP_REF_1358
PAY_5359,ORD_1359,10666.00,2026-02-22,NETBANKING,SUCCESS,REF1359
PAY_5360,ORD_1360,20694.00,2026-01-13,CARD,SUCCESS,RZP_REF_1360
PAY_5361,ORD_1361,33933.00,2026-01-30,WALLET,SUCCESS,RZP_REF_1361
PAY_5362,ORD_1362,1718.00,2026-01-06,WALLET,SUCCESS,RZP_REF_1362
PAY_5363,ORD_1363,30165.00,2026-01-16,CARD,SUCCESS,RZP_REF_1363
PAY_5364,ORD_1364,23327.00,2026-01-04,UPI,SUCCESS,RZP_REF_1364
PAY_5365,ORD_1365,39358.00,2026-02-26,WALLET,SUCCESS,RZP_REF_1365
PAY_5366,ORD_1366,35372.00,2026-01-01,UPI,SUCCESS,RZP_REF_1366
PAY_5367,ORD_1367,17532.00,2026-02-16,NETBANKING,SUCCESS,RZP_REF_1367
PAY_5368,ORD_1368,3165.00,2026-01-26,UPI,SUCCESS,REF1368
PAY_5369,ORD_1369,12956.00,2026-01-24,NETBANKING,SUCCESS,RZP_REF_1369
PAY_5370,ORD_1370,25519.00,2026-02-02,WALLET,SUCCESS,REF1370
PAY_5371,ORD_1371,41044.00,2026-02-13,UPI,SUCCESS,RZP/REF/1371
PAY_5372,ORD_1372,26014.00,2026-01-24,NETBANKING,SUCCESS,RZP_REF_1372
PAY_5373,ORD_1373,24160.00,2026-02-18,CARD,SUCCESS,RZP_REF_1373
PAY_5374,ORD_1374,33565.00,2026-01-26,UPI,SUCCESS,RZP_REF_1374
PAY_5375,ORD_1375,9180.00,2026-02-15,NETBANKING,SUCCESS,RZP_REF_1375
PAY_5376,ORD_1376,30149.00,2026-01-10,CARD,SUCCESS,RZP_REF_1376
PAY_5377,ORD_1377,40378.00,2026-01-21,CARD,SUCCESS,RZP_REF_1377
PAY_5378,ORD_1378,48652.00,2026-02-23,NETBANKING,SUCCESS,RZP_REF_1378
PAY_5379,ORD_1379,33604.00,2026-02-04,WALLET,SUCCESS,RZP_REF_1379
PAY_5380,ORD_1380,1290.00,2026-01-24,NETBANKING,SUCCESS,RZP-REF-1380
PAY_5381,ORD_1381,38453.00,2026-01-20,UPI,SUCCESS,RZP_REF_1381
PAY_5382,ORD_1382,43164.00,2026-02-20,CARD,SUCCESS,RZP_REF_1382
PAY_5383,ORD_1383,3565.00,2026-02-07,WALLET,SUCCESS,RZP_REF_1383
PAY_5384,ORD_1384,41423.00,2026-02-16,WALLET,SUCCESS,RZP_REF_1384
PAY_5385,ORD_1385,16072.00,2026-01-03,UPI,SUCCESS,RZP_REF_1385
PAY_5386,ORD_1386,29103.00,2026-01-21,WALLET,SUCCESS,RZP_REF_1386
PAY_5387,ORD_1387,45452.00,2026-01-14,WALLET,SUCCESS,RZP_REF_1387
PAY_5388,ORD_1388,40273.00,2026-02-28,WALLET,SUCCESS,RZP_REF_1388
PAY_5389,ORD_1389,47871.00,2026-01-04,CARD,SUCCESS,RZP_REF_1389
PAY_5390,ORD_1390,21502.00,2026-02-12,WALLET,SUCCESS,RZP_REF_1390
PAY_5391,ORD_1391,24895.00,2026-01-21,CARD,SUCCESS,RZP_REF_1391
PAY_5392,ORD_1392,22634.00,2026-02-04,NETBANKING,SUCCESS,RZP_REF_1392
PAY_5393,ORD_1393,47446.00,2026-02-13,NETBANKING,SUCCESS,REF1393
PAY_5394,ORD_1394,12800.00,2026-01-16,NETBANKING,SUCCESS,RZP_REF_1394
PAY_5395,ORD_1395,19704.00,2026-02-19,NETBANKING,SUCCESS,RZP_REF_1395
PAY_5396,ORD_1396,13784.00,2026-02-14,WALLET,SUCCESS,RZP_REF_1396
PAY_5397,ORD_1397,23059.00,2026-02-05,NETBANKING,SUCCESS,rzp_ref_1397
PAY_5398,ORD_1398,37783.00,2026-02-13,WALLET,SUCCESS,RZP_REF_1398
PAY_5399,ORD_1399,9799.00,2026-01-19,UPI,SUCCESS,RZP_REF_1399
PAY_5400,ORD_1400,5379.00,2026-01-23,WALLET,SUCCESS,RZP_REF_1400
PAY_5401,ORD_1401,17006.00,2026-02-17,WALLET,SUCCESS,RZP_REF_1401
PAY_5402,ORD_1402,35496.00,2026-01-18,NETBANKING,SUCCESS,RZP_REF_1402
PAY_5403,ORD_1403,7358.00,2026-02-09,CARD,SUCCESS,RZP_REF_1403
PAY_5404,ORD_1404,3526.00,2026-02-12,CARD,SUCCESS,RZP_REF_1404
PAY_5405,ORD_1405,15459.00,2026-01-04,UPI,SUCCESS,RZP_REF_1405
PAY_5406,ORD_1406,47212.00,2026-01-31,UPI,SUCCESS,RZP_REF_1406
PAY_5407,ORD_1407,9209.00,2026-01-01,CARD,SUCCESS,RZP_REF_1407
PAY_5408,ORD_1408,31375.00,2026-01-31,CARD,SUCCESS,RZP_REF_1408
PAY_5409,ORD_1409,18904.00,2026-02-11,UPI,SUCCESS,RZP_REF_1409
PAY_5410,ORD_1410,37826.00,2026-01-15,UPI,SUCCESS,RZP_REF_1410
PAY_5411,ORD_1411,11720.00,2026-03-01,UPI,SUCCESS,RZP_REF_1411
PAY_5412,ORD_1412,12410.00,2026-03-01,NETBANKING,SUCCESS,RZP_REF_1412
PAY_5413,ORD_1413,807.00,2026-01-20,UPI,SUCCESS,rzp_ref_1413
PAY_5414,ORD_1414,29976.00,2026-02-11,WALLET,SUCCESS,RZP_REF_1414
PAY_5415,ORD_1415,33244.00,2026-01-30,NETBANKING,SUCCESS,RZP_REF_1415
PAY_5416,ORD_1416,21871.00,2026-01-11,WALLET,SUCCESS,RZP_REF_1416
PAY_5417,ORD_1417,12402.00,2026-01-01,NETBANKING,SUCCESS,RZP_REF_1417
PAY_5418,ORD_1418,37410.00,2026-02-13,CARD,SUCCESS,RZP_REF_1418
PAY_5419,ORD_1419,42059.00,2026-02-27,WALLET,SUCCESS,RZP_REF_1419
PAY_5420,ORD_1420,21691.00,2026-01-06,WALLET,SUCCESS,RZP_REF_1420
PAY_5421,ORD_1421,9415.00,2026-01-31,NETBANKING,SUCCESS,RZP_REF_1421
PAY_5422,ORD_1422,17290.00,2026-01-25,CARD,SUCCESS,RZP_REF_1422
PAY_5423,ORD_1423,49598.00,2026-01-18,NETBANKING,SUCCESS,RZP_REF_1423
PAY_5424,ORD_1424,47574.00,2026-02-06,UPI,SUCCESS,RZP_REF_1424
PAY_5425,ORD_1425,23763.00,2026-02-14,CARD,SUCCESS,RZP_REF_1425
PAY_5426,ORD_1426,7947.00,2026-01-30,NETBANKING,SUCCESS,RZP_REF_1426
PAY_5427,ORD_1427,45162.00,2026-02-02,NETBANKING,SUCCESS,RZP_REF_1427
PAY_5428,ORD_1428,7894.00,2026-02-10,NETBANKING,SUCCESS,RZP_REF_1428
PAY_5429,ORD_1429,14673.00,2026-01-15,CARD,SUCCESS,RZP_REF_1429
PAY_5430,ORD_1430,10239.00,2026-01-30,NETBANKING,SUCCESS,RZP_REF_1430
PAY_5431,ORD_1431,46202.00,2026-02-05,WALLET,SUCCESS,RZP_REF_1431
PAY_5432,ORD_1432,16417.00,2026-02-13,UPI,SUCCESS,RZP_REF_1432
PAY_5433,ORD_1433,46322.00,2026-01-24,UPI,SUCCESS,RZP_REF_1433
PAY_5434,ORD_1434,7553.00,2026-01-04,CARD,SUCCESS,RZP_REF_1434
PAY_5435,ORD_1435,21703.00,2026-02-24,WALLET,SUCCESS,RZP_REF_1435
PAY_5436,ORD_1436,13661.00,2026-02-15,WALLET,SUCCESS,RZP_REF_1436
PAY_5437,ORD_1437,29395.00,2026-02-21,UPI,SUCCESS, RZP REF 1437 
PAY_5438,ORD_1438,33836.00,2026-01-27,WALLET,SUCCESS,REF1438
PAY_5439,ORD_1439,36821.00,2026-01-30,NETBANKING,SUCCESS,RZP_REF_1439
PAY_5440,ORD_1440,16876.00,2026-02-22,UPI,SUCCESS,RZP_REF_1440
PAY_5441,ORD_1441,4986.00,2026-01-03,WALLET,SUCCESS,RZP_REF_1441
PAY_5442,ORD_1442,4378.00,2026-02-04,UPI,SUCCESS,RZP_REF_1442
PAY_5443,ORD_1443,2279.00,2026-01-19,WALLET,SUCCESS,RZP_REF_1443
PAY_5444,ORD_1444,9075.00,2026-02-19,WALLET,SUCCESS,RZP_REF_1444
PAY_5445,ORD_1445,29595.00,2026-02-25,WALLET,SUCCESS,RZP_REF_1445
PAY_5446,ORD_1446,44943.00,2026-02-12,CARD,SUCCESS,RZP_REF_1446
PAY_5447,ORD_1447,11896.00,2026-02-04,WALLET,SUCCESS,RZP_REF_1447
PAY_5448,ORD_1448,14794.00,2026-02-23,UPI,SUCCESS,RZP_REF_1448
PAY_5449,ORD_1449,30543.00,2026-02-13,WALLET,SUCCESS,RZP_REF_1449
PAY_5450,ORD_1450,25056.00,2026-02-22,CARD,SUCCESS,RZP_REF_1450
PAY_5451,ORD_1451,30387.00,2026-01-23,CARD,SUCCESS,RZP_REF_1451
PAY_5452,ORD_1452,47715.00,2026-02-18,UPI,SUCCESS,RZP_REF_1452
PAY_5453,ORD_1453,27675.00,2026-02-09,UPI,SUCCESS,RZP_REF_1453
PAY_5454,ORD_1454,4609.00,2026-01-07,UPI,SUCCESS,RZP_REF_1454
PAY_5455,ORD_1455,44241.00,2026-02-15,UPI,SUCCESS,RZP_REF_1455
PAY_5456,ORD_1456,48732.00,2026-01-03,WALLET,SUCCESS,RZP_REF_1456
PAY_5457,ORD_1457,35573.00,2026-01-14,UPI,SUCCESS,RZP_REF_1457
PAY_5458,ORD_1458,33223.00,2026-01-19,CARD,SUCCESS,RZP_REF_1458
PAY_5459,ORD_1459,39385.00,2026-02-19,NETBANKING,SUCCESS,RZP_REF_1459
PAY_5460,ORD_1460,9588.00,2026-02-12,CARD,SUCCESS,RZP_REF_1460
PAY_5461,ORD_1461,18232.00,2026-01-04,CARD,SUCCESS,RZP_REF_1461
PAY_5462,ORD_1462,32681.00,2026-01-04,NETBANKING,SUCCESS,RZP_REF_1462
PAY_5463,ORD_1463,21088.00,2026-02-14,WALLET,SUCCESS,RZP_REF_1463
PAY_5464,ORD_1464,19853.00,2026-01-25,CARD,SUCCESS,RZP_REF_1464
PAY_5465,ORD_1465,14968.00,2026-01-20,CARD,SUCCESS,RZP_REF_1465
PAY_5466,ORD_1466,37056.00,2026-01-27,WALLET,SUCCESS,RZP_REF_1466
PAY_5467,ORD_1467,34933.00,2026-01-09,WALLET,SUCCESS,RZP/REF/1467
PAY_5468,ORD_1468,13525.00,2026-01-22,UPI,SUCCESS,RZP_REF_1468
PAY_5469,ORD_1469,6259.00,2026-02-04,CARD,SUCCESS,RZP-REF-1469
PAY_5470,ORD_1470,24918.00,2026-02-13,UPI,SUCCESS,RZP_REF_1470
PAY_5471,ORD_1471,12531.00,2026-02-21,CARD,SUCCESS,RZP_REF_1471
PAY_5472,ORD_1472,22021.00,2026-01-20,UPI,SUCCESS,RZP_REF_1472
PAY_5473,ORD_1473,12653.00,2026-02-17,UPI,SUCCESS,RZP_REF_1473
PAY_5474,ORD_1474,45788.00,2026-02-08,CARD,SUCCESS,RZP_REF_1474
PAY_5475,ORD_1475,36381.00,2026-01-21,NETBANKING,SUCCESS,RZP_REF_1475
PAY_5476,ORD_1476,30756.00,2026-02-04,NETBANKING,SUCCESS,RZP_REF_1476
PAY_5477,ORD_1477,23769.00,2026-02-02,WALLET,SUCCESS,RZP_REF_1477
PAY_5478,ORD_1478,6662.00,2026-02-21,WALLET,SUCCESS,rzp_ref_1478
PAY_5479,ORD_1479,24494.00,2026-01-21,WALLET,SUCCESS,RZP_REF_1479
PAY_5480,ORD_1480,14701.00,2026-02-17,CARD,SUCCESS,RZP_REF_1480
PAY_5481,ORD_1481,36461.00,2026-03-01,WALLET,SUCCESS,RZP_REF_1481
PAY_5482,ORD_1482,13057.00,2026-01-22,CARD,SUCCESS,RZP_REF_1482
PAY_5483,ORD_1483,16304.00,2026-02-01,NETBANKING,SUCCESS,RZP_REF_1483
PAY_5484,ORD_1484,32222.00,2026-02-16,WALLET,SUCCESS, RZP REF 1484 
PAY_5485,ORD_1485,48222.00,2026-02-20,NETBANKING,SUCCESS,RZP_REF_1485
PAY_5486,ORD_1486,9372.00,2026-02-16,WALLET,SUCCESS,RZP_REF_1486
PAY_5487,ORD_1487,42261.00,2026-01-04,UPI,SUCCESS,RZP_REF_1487
PAY_5488,ORD_1488,43992.00,2026-01-04,UPI,SUCCESS,RZP_REF_1488
PAY_5489,ORD_1489,9210.00,2026-02-23,CARD,SUCCESS,RZP_REF_1489
PAY_5490,ORD_1490,46545.00,2026-01-10,UPI,SUCCESS,RZP_REF_1490
PAY_5491,ORD_1491,33343.00,2026-01-30,NETBANKING,SUCCESS,RZP_REF_1491
PAY_5492,ORD_1492,41994.00,2026-02-12,WALLET,SUCCESS,RZP_REF_1492
PAY_5493,ORD_1493,633.00,2026-02-04,WALLET,SUCCESS,RZP_REF_1493
PAY_5494,ORD_1494,34895.00,2026-02-16,NETBANKING,SUCCESS,RZP_REF_1494
PAY_5495,ORD_1495,33113.00,2026-02-22,WALLET,SUCCESS,RZP_REF_1495
PAY_5496,ORD_1496,6512.00,2026-02-03,CARD,SUCCESS,RZP_REF_1496
PAY_5497,ORD_1497,40817.00,2026-02-03,NETBANKING,SUCCESS,RZP_REF_1497
PAY_5498,ORD_1498,26211.00,2026-01-06,NETBANKING,SUCCESS,RZP_REF_1498
PAY_5499,ORD_1499,37227.00,2026-01-16,CARD,SUCCESS,RZP_REF_1499
PAY_5500,ORD_1500,5483.00,2026-02-11,UPI,SUCCESS,RZP_REF_1500
