order_id,customer_id,amount,currency,order_date,status
ORD_1424,CUST_0075,47574.00,INR,2026-02-06,PAID
ORD_1425,CUST_0084,23763.00,INR,2026-02-14,PAID
ORD_1426,CUST_0086,7947.00,INR,2026-01-30,PAID
ORD_1427,CUST_0052,45162.00,INR,2026-02-02,PAID
ORD_1428,CUST_0089,7894.00,INR,2026-02-10,PAID
ORD_1429,CUST_0079,14673.00,INR,2026-01-15,PAID
ORD_1430,CUST_0062,10239.00,INR,2026-01-30,PAID
ORD_1431,CUST_0054,46202.00,INR,2026-02-05,PAID
ORD_1432,CUST_0098,16417.00,INR,2026-02-13,PAID
ORD_1433,CUST_0068,46322.00,INR,2026-01-24,PAID
ORD_1434,CUST_0073,7553.00,INR,2026-01-04,PAID
ORD_1435,CUST_0022,21703.00,INR,2026-02-24,PAID
ORD_1436,CUST_0088,13661.00,INR,2026-02-15,PAID
ORD_1437,CUST_0066,29395.00,INR,2026-02-21,PAID
ORD_1438,CUST_0017,33836.00,INR,2026-01-27,PAID
ORD_1439,CUST_0008,36821.00,INR,2026-01-30,PAID
ORD_1440,CUST_0051,16876.00,INR,2026-02-22,PAID
ORD_1441,CUST_0075,4986.00,INR,2026-01-03,PAID
ORD_1442,CUST_0090,4378.00,INR,2026-02-04,PAID
ORD_1443,CUST_0061,2279.00,INR,2026-01-19,PAID
ORD_1444,CUST_0024,9075.00,INR,2026-02-19,PAID
ORD_1445,CUST_0049,29595.00,INR,2026-02-25,PAID
ORD_1446,CUST_0011,44943.00,INR,2026-02-12,PAID
ORD_1447,CUST_0016,11896.00,INR,2026-02-04,PAID
ORD_1448,CUST_0094,14794.00,INR,2026-02-23,PAID
ORD_1449,CUST_0039,30543.00,INR,2026-02-13,PAID
ORD_1450,CUST_0069,25056.00,INR,2026-02-22,PAID
ORD_1451,CUST_0032,30387.00,INR,2026-01-23,PAID
ORD_1452,CUST_0025,47715.00,INR,2026-02-18,PAID
ORD_1453,CUST_0085,27675.00,INR,2026-02-09,PAID
ORD_1454,CUST_0027,4609.00,INR,2026-01-07,PAID
ORD_1455,CUST_0077,44241.00,INR,2026-02-15,PAID
ORD_1456,CUST_0032,48732.00,INR,2026-01-03,PAID
ORD_1457,CUST_0030,35573.00,INR,2026-01-14,PAID
ORD_1458,CUST_0018,33223.00,INR,2026-01-19,PAID
ORD_1459,CUST_0074,39385.00,INR,2026-02-19,PAID
ORD_1460,CUST_0039,9588.00,INR,2026-02-12,PAID
ORD_1461,CUST_0039,18232.00,INR,2026-01-04,PAID
ORD_1462,CUST_0072,32681.00,INR,2026-01-04,PAID
ORD_1463,CUST_0068,21088.00,INR,2026-02-14,PAID
ORD_1464,CUST_0020,19853.00,INR,2026-01-25,PAID
ORD_1465,CUST_0031,14968.00,INR,2026-01-20,PAID
ORD_1466,CUST_0008,37056.00,INR,2026-01-27,PAID
ORD_1467,CUST_0072,34933.00,INR,2026-01-09,PAID
ORD_1468,CUST_0033,13525.00,INR,2026-01-22,PAID
ORD_1469,CUST_0048,6259.00,INR,2026-02-04,PAID
ORD_1470,CUST_0035,24918.00,INR,2026-02-13,PAID
ORD_1471,CUST_0010,12531.00,INR,2026-02-21,PAID
ORD_1472,CUST_0027,22021.00,INR,2026-01-20,PAID
ORD_1473,CUST_0028,12653.00,INR,2026-02-17,PAID
ORD_1474,CUST_0032,45788.00,INR,2026-02-08,PAID
ORD_1475,CUST_0031,36381.00,INR,2026-01-21,PAID
ORD_1476,CUST_0049,30756.00,INR,2026-02-04,PAID
ORD_1477,CUST_0034,23769.00,INR,2026-02-02,PAID
ORD_1478,CUST_0060,6662.00,INR,2026-02-21,PAID
ORD_1479,CUST_0027,24494.00,INR,2026-01-21,PAID
ORD_1480,CUST_0073,14701.00,INR,2026-02-17,PAID
ORD_1481,CUST_0034,36461.00,INR,2026-03-01,PAID
ORD_1482,CUST_0020,13057.00,INR,2026-01-22,PAID
ORD_1483,CUST_0073,16304.00,INR,2026-02-01,PAID
ORD_1484,CUST_0098,32222.00,INR,2026-02-16,PAID
ORD_1485,CUST_0022,48222.00,INR,2026-02-20,PAID
ORD_1486,CUST_0022,9372.00,INR,2026-02-16,PAID
ORD_1487,CUST_0070,42261.00,INR,2026-01-04,PAID
ORD_1488,CUST_0010,43992.00,INR,2026-01-04,PAID
ORD_1489,CUST_0053,9210.00,INR,2026-02-23,PAID
ORD_1490,CUST_0009,46545.00,INR,2026-01-10,PAID
ORD_1491,CUST_0028,33343.00,INR,2026-01-30,PAID
ORD_1492,CUST_0080,41994.00,INR,2026-02-12,PAID
ORD_1493,CUST_0003,633.00,INR,2026-02-04,PAID
ORD_1494,CUST_0003,34895.00,INR,2026-02-16,PAID
ORD_1495,CUST_0003,33113.00,INR,2026-02-22,PAID
ORD_1496,CUST_0014,6512.00,INR,2026-02-03,PAID
ORD_1497,CUST_0025,40817.00,INR,2026-02-03,PAID
ORD_1498,CUST_0035,26211.00,INR,2026-01-06,PAID
ORD_1499,CUST_0059,37227.00,INR,2026-01-16,PAID
ORD_1500,CUST_0088,5483.00,INR,2026-02-11,PAID
